nombre,deporte,edad,peso_kg,altura_cm,frecuencia_cardiaca_bpm,horas_entrenamiento_semana,rendimiento_score,posicion
Marisol Figueroa,Fútbol,19.0,96.3,199.0,69.50026329647183,8.0,2.73,MEDIOCAMPISTA
Alicia Campos,Natación,27.0,95.4,187.0,56.0,5.4,8.87,NADADOR
Gabriela Morales,Rugby,41.0,91.0,175.0,47.0,17.1,8.86,delantero
Ricardo Álvarez,Tenis,29.0,75.6,194.0,84.0,15.0,3.02,NADADOR
Carolina Ríos,Ciclismo,34.0,72.7,179.5617088607595,55.0,7.5,7.66,Portero
Pilar Contreras,Voleibol,40.0,60.0,158.0,47.0,18.3,8.85,corredor
Manuel Leal,Boxeo,22.0,76.9,198.0,54.0,17.8,3.63,defensa
Enrique Valenzuela,Fútbol,42.0,99.2,179.5617088607595,85.0,23.3,8.37,Atacante
Lorena Mendoza,Ciclismo,43.0,98.9,158.0,51.0,4.6,6.0,
Patricia Ramos,Ciclismo,28.0,59.0,197.0,63.0,8.9,1.99,Nadador
Roberto Castillo,Voleibol,24.0,94.7,170.0,63.0,17.5,3.57,atacante
Alicia Campos,Natación,19.0,59.1,175.0,10.0,10.1,6.12,DEFENSA
Luis Parra,Baloncesto,34.0,62.0,179.5617088607595,90.0,6.5,3.65,Atacante
Mónica Ortega,Tenis,21.0,99.0,201.0,88.0,17.2,7.65,NADADOR
Felipe Muñoz,Tenis,37.0,83.7,191.0,88.0,18.9,9.1,CORREDOR
Sofía Hernández,Baloncesto,31.0,87.7,179.0,89.0,14.9,4.54,Corredor
Fernanda Jiménez,Fútbol,28.0,90.3,167.0,79.0,7.5,6.83,Portero
César Sepúlveda,Baloncesto,26.0,90.7,184.0,68.0,3.5,3.3,Corredor
Paola Romero,Voleibol,27.0,79.6,164.0,74.0,13.0,8.28,Mediocampista
Paola Romero,Fútbol,17.0,103.9,193.0,57.0,21.7,1.24,atacante
Ana Martínez,Ciclismo,31.12930135557873,65.0,165.0,76.0,22.2,9.05,Atacante
Carolina Ríos,Natación,31.12930135557873,97.9,169.0,71.0,6.1,5.87,ATACANTE
Paola Romero,Rugby,21.0,73.1,177.0,88.0,16.5,9.35,Ciclista
Manuel Leal,Voleibol,32.0,96.6,191.0,77.0,20.3,1.16,mediocampista
Ignacio Peña,Natación,21.0,90.9,166.0,68.0,24.2,2.86,defensa 
Roberto Castillo,Ciclismo,16.0,71.1,180.0,57.0,17.3,9.16,Nadador
Felipe Muñoz,Natación,38.0,83.9,200.0,86.0,21.9,8.86,Corredor
Andrés Flores,Voleibol,16.0,79.9,190.0,77.0,24.1,1.75,CICLISTA
Matías Silva,Natación,37.0,60.0,179.5617088607595,48.0,20.8,6.49,mediocampista
Ricardo Álvarez,Natación,200.0,59.3,175.0,46.0,3.2,5.95,delantero
Enrique Valenzuela,Fútbol,18.0,63.8,187.0,71.0,4.6,6.75,CORREDOR
Mauricio Vega,Boxeo,21.0,98.7,186.0,76.0,19.3,7.68,Ciclista
Alejandro Núñez,Baloncesto,28.0,88.9,173.0,46.0,12.3,-5.0,portero
Enrique Valenzuela,Boxeo,23.0,100.5,202.0,86.0,18.1,5.55,portero
César Sepúlveda,Voleibol,21.0,90.6,165.0,47.0,11.1,2.09,corredor
Paola Romero,Voleibol,29.0,87.3,190.0,67.0,13.0,3.28,Portero
Enrique Valenzuela,Natación,33.0,75.0,169.0,45.0,14.6,9.06,
César Sepúlveda,Baloncesto,18.0,84.3,195.0,10.0,9.8,1.54,Mediocampista
Gabriela Morales,Fútbol,25.0,88.6,178.0,59.0,24.4,9.66,MEDIOCAMPISTA
Daniela Vargas,Natación,42.0,62.4,179.5617088607595,83.0,4.1,6.5,CICLISTA
Pilar Contreras,Natación,36.0,74.1,185.0,81.0,11.4,8.4,ATACANTE
Tomás Gutiérrez,Natación,38.0,58.0,183.0,89.0,7.5,2.95,Mediocampista
Enrique Valenzuela,Boxeo,21.0,99.6,199.0,57.0,24.1,6.42,
Ricardo Álvarez,Boxeo,23.0,64.6,193.0,47.0,3.6,6.8,delantero
Héctor Suárez,Rugby,3.0,61.0,168.0,83.0,21.4,3.99,delantero 
Diego Torres,Voleibol,25.0,70.7,184.0,80.0,4.9,7.64,Mediocampista
Sebastián Rojas,Tenis,33.0,94.5,172.0,89.0,14.2,5.77,portero
Manuel Leal,Boxeo,16.0,96.1,190.0,57.0,7.4,7.97,mediocampista
Daniela Vargas,Tenis,28.0,73.7,186.0,47.0,12.4,3.85,mediocampista
Eduardo Soto,Rugby,26.0,102.6,175.0,85.0,23.8,5.23,defensa
Fernanda Jiménez,Fútbol,26.0,63.2,159.0,90.0,18.8,7.11,PORTERO
Ricardo Álvarez,Fútbol,19.0,100.8,197.0,69.50026329647183,12.5,5.81,corredor
Mauricio Vega,Boxeo,35.0,74.2,181.0,74.0,4.4,5.5,delantero 
César Sepúlveda,Rugby,36.0,71.7,191.0,75.0,12.9,2.21,nadador
Ricardo Álvarez,Boxeo,43.0,60.6,186.0,76.0,20.9,7.88,defensa 
Pilar Contreras,Baloncesto,22.0,91.7,158.0,50.0,5.0,2.36,Defensa
Juan López,Baloncesto,35.0,71.5,193.0,69.0,7.6,4.58,mediocampista
Mauricio Vega,Voleibol,31.12930135557873,103.3,202.0,46.0,7.4,3.16,Delantero
Nicolás Reyes,Boxeo,18.0,93.9,201.0,57.0,24.6,8.17,mediocampista
Alicia Campos,Tenis,40.0,98.9,163.0,59.0,20.9,5.04,
Marcela Varela,Atletismo,23.0,55.3,178.0,54.0,10.4,2.9,atacante
Andrés Flores,Tenis,20.0,58.4,180.0,54.0,12.7,2.11,Atacante
Alejandro Núñez,Voleibol,26.0,97.0,163.0,49.0,9.6,1.76,defensa 
Matías Silva,Ciclismo,35.0,96.8,158.0,46.0,13.7,9.31,Atacante
Carolina Ríos,Atletismo,26.0,86.8,200.0,74.0,23.1,1.04,Delantero
María González,Boxeo,37.0,63.6,176.0,48.0,11.8,8.84,Nadador
Fernanda Jiménez,Natación,18.0,66.0,179.5617088607595,57.0,6.3,1.01,DELANTERO
Carlos Pérez,Natación,29.0,85.0,185.0,66.0,8.8,6.49,corredor
Carolina Ríos,Atletismo,18.0,67.6,167.0,78.0,16.3,2.07,
Isabella Castro,Tenis,26.0,89.3,193.0,47.0,6.0,2.29,DELANTERO
Tomás Gutiérrez,Baloncesto,26.0,73.0,167.0,63.0,13.3,2.05,mediocampista
Daniela Vargas,Boxeo,16.0,73.0,190.0,46.0,22.7,5.76,atacante
Alejandro Núñez,Rugby,41.0,75.3,173.0,82.0,18.9,7.97,Nadador
Natalia Cruz,Ciclismo,34.0,89.7,167.0,80.0,11.3,2.38,nadador
Lorena Mendoza,Natación,41.0,96.6,185.0,76.0,7.7,1.65,corredor
Andrés Flores,Voleibol,20.0,88.6,193.0,55.0,12.4,8.3,Corredor
Felipe Muñoz,Tenis,42.0,97.0,165.0,76.0,18.7,3.34,atacante
Ricardo Álvarez,Natación,200.0,99.5,194.0,67.0,21.9,1.49,MEDIOCAMPISTA
Diego Torres,Ciclismo,25.0,83.4,173.0,80.0,23.3,1.03,Delantero
Claudia Herrera,Ciclismo,23.0,93.1,167.0,89.0,4.5,4.85,nadador
Matías Silva,Natación,21.0,79.6,174.0,70.0,19.6,2.95,CICLISTA
Daniela Vargas,Natación,43.0,73.9,187.0,80.0,7.2,1.55,PORTERO
Camila Díaz,Baloncesto,39.0,63.6,176.0,89.0,20.0,1.2,Portero
Claudia Herrera,Baloncesto,30.0,87.2,179.5617088607595,88.0,7.6,5.11,CORREDOR
Francisca Lagos,Atletismo,26.0,92.7,201.0,83.0,22.1,8.66,ATACANTE
Nicolás Reyes,Natación,18.0,59.2,165.0,69.50026329647183,8.3,3.13,DELANTERO
Fernanda Jiménez,Tenis,16.0,66.4,198.0,66.0,24.0,5.5,CICLISTA
Patricia Ramos,Voleibol,40.0,59.1,177.0,54.0,17.0,7.29,Atacante
Marcela Varela,Fútbol,30.0,89.8,201.0,58.0,9.4,3.03,Delantero
Lorena Mendoza,Voleibol,32.0,70.7,175.0,63.0,21.3,2.48,Atacante
Patricio Bravo,Fútbol,26.0,71.6,185.0,69.50026329647183,16.3,6.82,nadador
Matías Silva,Fútbol,16.0,85.0,191.0,46.0,18.6,9.37,Portero
Sebastián Rojas,Rugby,19.0,96.9,195.0,69.0,3.6,5.552869109947644,CORREDOR
Gabriela Morales,Rugby,19.0,95.9,185.0,78.0,12.0,8.69,MEDIOCAMPISTA
Catalina Mora,Tenis,22.0,103.5,166.0,59.0,0.1,8.2,Mediocampista
Patricio Bravo,Boxeo,44.0,70.8,162.0,48.0,11.5,5.01,
Tomás Gutiérrez,Voleibol,34.0,86.9,181.0,83.0,7.0,9.49,defensa 
Francisca Lagos,Natación,43.0,76.7,167.0,69.50026329647183,11.0,3.62,defensa
Juan López,Ciclismo,18.0,102.2,186.0,87.0,15.4,9.46,defensa 
Fernanda Jiménez,Fútbol,25.0,101.9,160.0,66.0,10.0,7.34,Corredor
Francisca Lagos,Natación,27.0,61.0,193.0,68.0,19.3,5.15,Portero
Alicia Campos,Atletismo,42.0,61.6,171.0,69.50026329647183,7.6,4.42,corredor
Gonzalo Fuentes,Boxeo,38.0,61.7,176.0,65.0,3.9,5.45,
Catalina Mora,Boxeo,37.0,84.5,170.0,88.0,5.1,8.05,NADADOR
Marcela Varela,Fútbol,150.0,104.2,166.0,86.0,7.0,9.59,ciclista
Alicia Campos,Tenis,16.0,73.3,169.0,70.0,12.6,7.01,portero
Pedro Rodríguez,Rugby,43.0,69.7,163.0,69.50026329647183,24.4,9.99,defensa
Mauricio Vega,Voleibol,45.0,75.0,163.0,52.0,24.9,7.25,delantero
Enrique Valenzuela,Atletismo,200.0,80.7,167.0,75.0,12.4,4.95,
Paola Romero,Voleibol,25.0,84.9,172.0,76.0,9.3,8.46,
Alicia Campos,Voleibol,29.0,62.1,185.0,57.0,5.4,9.21,
Javiera Espinoza,Natación,29.0,103.7,192.0,52.0,24.8,8.0,Atacante
Cristian Medina,Voleibol,29.0,60.3,186.0,68.0,5.2,3.58,delantero
Roberto Castillo,Fútbol,22.0,55.6,184.0,68.0,24.7,2.12,corredor
Eduardo Soto,Atletismo,32.0,60.6,179.5617088607595,51.0,21.4,10.0,DELANTERO
Natalia Cruz,Fútbol,3.0,89.9,161.0,45.0,16.3,4.74,atacante
Tomás Gutiérrez,Tenis,20.0,75.5,160.0,50.0,5.3,1.93,Delantero
Juan López,Natación,42.0,89.1,192.0,45.0,19.7,7.13,Ciclista
Isabella Castro,Voleibol,38.0,63.4,25.0,10.0,12.5,6.68,ciclista
Javiera Espinoza,Ciclismo,20.0,96.5,198.0,87.0,4.3,8.87,delantero 
Eduardo Soto,Tenis,17.0,68.1,195.0,49.0,3.9,7.84,corredor
Eduardo Soto,Atletismo,43.0,98.2,185.0,62.0,6.5,5.29,Mediocampista
Héctor Suárez,Rugby,31.0,98.6,196.0,53.0,13.8,3.26,Portero
Diego Torres,Ciclismo,27.0,62.3,161.0,69.0,17.2,3.61,DEFENSA
Daniela Vargas,Tenis,21.0,83.9,189.0,90.0,24.5,6.06,Ciclista
Ricardo Álvarez,Natación,18.0,102.2,174.0,68.0,15.7,6.66,atacante
Tomás Gutiérrez,Tenis,42.0,102.9,158.0,88.0,16.1,1.74,MEDIOCAMPISTA
Catalina Mora,Tenis,24.0,68.3,167.0,54.0,15.8,5.92,Delantero
Pedro Rodríguez,Ciclismo,21.0,57.8,197.0,65.0,5.3,8.32,atacante
Ignacio Peña,Voleibol,27.0,97.3,202.0,62.0,24.0,1.69,DEFENSA
Carolina Ríos,Atletismo,18.0,84.6,166.0,81.0,16.0,7.94,ATACANTE
Francisca Lagos,Ciclismo,42.0,89.8,173.0,59.0,12.1,1.05,Corredor
Camila Díaz,Voleibol,44.0,80.5,202.0,69.50026329647183,11.6,5.552869109947644,ciclista
Roberto Castillo,Tenis,21.0,104.7,192.0,88.0,17.5,7.48,portero
Valentina Ramírez,Fútbol,32.0,83.8,189.0,55.0,15.6,1.4,
Héctor Suárez,Voleibol,17.0,74.5,200.0,86.0,16.5,4.61,PORTERO
Rodrigo Sandoval,Voleibol,30.0,64.8,178.0,86.0,12.9,2.95,mediocampista
Manuel Leal,Natación,18.0,94.4,202.0,49.0,7.8,8.43,PORTERO
Lorena Mendoza,Boxeo,42.0,65.5,158.0,46.0,23.9,9.36,nadador
Isabella Castro,Fútbol,37.0,96.7,178.0,90.0,11.7,2.89,defensa
Daniela Vargas,Tenis,27.0,62.5,175.0,68.0,21.1,7.43,Ciclista
Héctor Suárez,Atletismo,27.0,55.0,200.0,64.0,8.2,7.69,delantero 
Francisca Lagos,Natación,3.0,67.1,160.0,69.50026329647183,10.9,9.69,Defensa
Nicolás Reyes,Fútbol,39.0,77.5,168.0,72.0,9.4,9.01,nadador
Enrique Valenzuela,Boxeo,44.0,102.4,166.0,48.0,12.1,8.02,Mediocampista
Rodrigo Sandoval,Tenis,28.0,78.7,177.0,80.0,16.3,4.47,DEFENSA
Sebastián Rojas,Tenis,39.0,81.4,175.0,47.0,10.0,3.91,Defensa
Mónica Ortega,Atletismo,19.0,65.0,25.0,86.0,18.9,4.93,ATACANTE
Nicolás Reyes,Natación,22.0,78.9,195.0,69.0,13.6,2.04,
Diego Torres,Fútbol,37.0,100.0,190.0,56.0,21.8,7.63,CICLISTA
Mónica Ortega,Rugby,30.0,83.4,181.0,60.0,4.3,7.92,DEFENSA
Sofía Hernández,Natación,41.0,92.1,181.0,83.0,18.2,2.67,defensa 
Paola Romero,Rugby,42.0,77.3,163.0,84.0,5.0,6.83,CICLISTA
Héctor Suárez,Natación,36.0,81.2,300.0,78.0,14.1,6.17,Delantero
Patricio Bravo,Baloncesto,37.0,101.5,179.5617088607595,51.0,8.8,4.33,defensa
Ana Martínez,Voleibol,36.0,72.6,180.0,52.0,6.1,2.98,Nadador
Pedro Rodríguez,Voleibol,24.0,87.2,194.0,73.0,19.4,5.94,
Carolina Ríos,Rugby,33.0,66.3,179.5617088607595,90.0,15.0,7.34,delantero 
Roxana Salinas,Rugby,28.0,93.9,200.0,81.0,24.6,1.79,Mediocampista
Ignacio Peña,Voleibol,40.0,103.1,190.0,69.50026329647183,17.9,8.81,Delantero
Gonzalo Fuentes,Natación,31.12930135557873,62.9,184.0,65.0,15.8,8.31,Ciclista
Patricia Ramos,Voleibol,43.0,65.9,171.0,53.0,5.3,2.68,corredor
Ana Martínez,Atletismo,27.0,59.2,162.0,53.0,20.8,9.32,MEDIOCAMPISTA
Ricardo Álvarez,Atletismo,28.0,99.2,199.0,50.0,18.4,3.34,DELANTERO
Alicia Campos,Atletismo,39.0,84.8,165.0,82.0,9.5,1.97,Nadador
Daniela Vargas,Voleibol,20.0,98.3,160.0,88.0,15.0,8.13,NADADOR
Alicia Campos,Voleibol,16.0,83.3,180.0,84.0,7.8,3.54,
Mauricio Vega,Fútbol,44.0,93.8,188.0,70.0,3.9,4.96,ATACANTE
Enrique Valenzuela,Tenis,29.0,64.4,197.0,76.0,4.3,8.96,NADADOR
Natalia Cruz,Atletismo,38.0,94.8,174.0,69.0,13.5,7.23,Corredor
Manuel Leal,Natación,40.0,70.6,171.0,62.0,15.3,6.02,MEDIOCAMPISTA
Marisol Figueroa,Boxeo,38.0,63.3,168.0,67.0,24.9,8.44,PORTERO
Sofía Hernández,Natación,34.0,81.1,176.0,65.0,12.6,15.0,
Mónica Ortega,Tenis,22.0,55.1,171.0,62.0,6.9,8.3,PORTERO
Marcela Varela,Fútbol,16.0,71.6,180.0,59.0,13.4,3.16,Delantero
Enrique Valenzuela,Natación,43.0,92.5,171.0,78.0,23.2,3.96,portero
Verónica Aguilar,Baloncesto,16.0,78.4,193.0,88.0,17.3,3.4,atacante
Marcela Varela,Fútbol,41.0,82.1,174.0,69.50026329647183,9.0,4.17,
Gabriela Morales,Atletismo,16.0,104.6,163.0,52.0,16.2,5.28,Portero
Eduardo Soto,Voleibol,3.0,66.0,201.0,74.0,15.4,6.09,defensa
Francisca Lagos,Ciclismo,27.0,88.1,201.0,55.0,8.4,5.61,
Ana Martínez,Voleibol,17.0,71.4,162.0,80.0,20.6,6.49,DEFENSA
Roberto Castillo,Boxeo,17.0,99.9,174.0,76.0,6.2,1.35,ciclista
Camila Díaz,Tenis,41.0,102.8,162.0,84.0,17.3,1.58,corredor
Gabriela Morales,Atletismo,39.0,104.2,193.0,87.0,16.6,8.71,Portero
Natalia Cruz,Tenis,38.0,97.1,178.0,81.0,17.4,3.38,defensa 
María González,Fútbol,42.0,101.2,189.0,61.0,10.8,3.08,Defensa
Pedro Rodríguez,Voleibol,39.0,72.3,161.0,74.0,23.0,3.02,
Carlos Pérez,Natación,24.0,69.7,179.5617088607595,77.0,5.3,2.79,Mediocampista
Manuel Leal,Fútbol,22.0,104.3,168.0,65.0,4.3,2.64,Portero
Pilar Contreras,Natación,37.0,93.6,182.0,61.0,7.0,2.88,Corredor
Ignacio Peña,Tenis,26.0,80.1,183.0,81.0,9.4,6.14,delantero
Carlos Pérez,Boxeo,25.0,97.9,193.0,75.0,15.1,4.39,Nadador
Isabella Castro,Natación,31.12930135557873,60.6,174.0,57.0,3.0,3.65,Nadador
Daniela Vargas,Natación,41.0,92.9,202.0,81.0,4.6,3.87,Mediocampista
Roberto Castillo,Voleibol,40.0,80.1,199.0,45.0,12.7,7.45,Portero
Patricio Bravo,Rugby,44.0,101.1,187.0,56.0,11.7,2.63,portero
Lorena Mendoza,Rugby,33.0,67.2,181.0,71.0,15.7,9.23,
Valentina Ramírez,Rugby,18.0,100.5,185.0,88.0,8.5,8.5,PORTERO
Marcela Varela,Natación,22.0,71.5,25.0,72.0,13.1,3.51,defensa
Gabriela Morales,Natación,29.0,89.6,163.0,67.0,7.2,8.76,Corredor
Andrés Flores,Baloncesto,41.0,78.9,198.0,54.0,6.2,1.65,defensa
Nicolás Reyes,Voleibol,19.0,96.6,185.0,58.0,8.6,9.54,PORTERO
Mónica Ortega,Tenis,26.0,104.0,183.0,46.0,13.9,7.13,portero
Roberto Castillo,Boxeo,31.12930135557873,58.3,169.0,70.0,12.9,6.93,atacante
Marcela Varela,Atletismo,43.0,69.3,188.0,85.0,4.2,8.87,nadador
Ignacio Peña,Tenis,34.0,71.4,187.0,88.0,8.5,9.92,Portero
Sebastián Rojas,Rugby,36.0,66.0,179.5617088607595,63.0,23.7,4.7,Defensa
Felipe Muñoz,Natación,24.0,103.8,160.0,69.0,15.9,6.15,Nadador
Felipe Muñoz,Tenis,20.0,85.6,179.5617088607595,5.0,16.1,5.28,Defensa
César Sepúlveda,Natación,36.0,83.8,180.0,52.0,17.4,5.552869109947644,atacante
Pedro Rodríguez,Natación,27.0,76.9,173.0,65.0,21.5,4.71,Ciclista
Enrique Valenzuela,Fútbol,35.0,77.2,179.5617088607595,79.0,17.2,1.58,Corredor
Sofía Hernández,Fútbol,44.0,83.4,163.0,64.0,9.6,2.45,delantero 
Enrique Valenzuela,Baloncesto,45.0,85.2,197.0,85.0,13.6,2.46,atacante
Roberto Castillo,Atletismo,30.0,74.1,196.0,86.0,23.6,1.75,defensa
Paola Romero,Tenis,29.0,95.0,189.0,69.50026329647183,11.9,6.6,Delantero
Ana Martínez,Rugby,36.0,68.9,190.0,61.0,24.1,4.08,defensa
Ignacio Peña,Voleibol,33.0,94.3,177.0,56.0,23.9,1.29,CORREDOR
Alejandro Núñez,Natación,38.0,59.4,178.0,55.0,11.2,8.54,Ciclista
Fernanda Jiménez,Tenis,41.0,95.6,161.0,75.0,18.3,5.15,Mediocampista
Marcela Varela,Natación,22.0,70.6,196.0,90.0,23.6,1.23,ATACANTE
Javiera Espinoza,Voleibol,35.0,96.1,170.0,69.50026329647183,18.2,8.86,Atacante
Javiera Espinoza,Fútbol,41.0,74.1,200.0,50.0,7.7,7.57,
Sebastián Rojas,Rugby,26.0,65.1,158.0,66.0,15.1,6.95,atacante
Valentina Ramírez,Tenis,35.0,74.4,186.0,58.0,16.7,6.13,delantero 
Nicolás Reyes,Atletismo,23.0,69.4,165.0,83.0,23.4,2.06,portero
Gonzalo Fuentes,Rugby,42.0,102.1,202.0,78.0,9.7,3.31,Defensa
Pilar Contreras,Fútbol,33.0,66.2,177.0,76.0,4.5,3.22,delantero 
Héctor Suárez,Natación,37.0,60.5,176.0,75.0,21.0,3.35,Mediocampista
Daniela Vargas,Ciclismo,25.0,92.8,169.0,80.0,4.9,-5.0,MEDIOCAMPISTA
Carlos Pérez,Rugby,22.0,66.2,189.0,48.0,19.4,8.69,atacante
Felipe Muñoz,Fútbol,33.0,63.2,161.0,71.0,12.5,2.94,corredor
Luis Parra,Fútbol,18.0,57.6,184.0,87.0,13.2,6.86,ciclista
Patricio Bravo,Fútbol,43.0,78.9,176.0,45.0,23.4,7.07,DELANTERO
Natalia Cruz,Rugby,45.0,65.9,168.0,82.0,10.6,1.27,PORTERO
Luis Parra,Baloncesto,16.0,96.4,167.0,81.0,14.4,9.99,Defensa
Catalina Mora,Baloncesto,26.0,57.1,201.0,66.0,4.8,5.26,defensa
Camila Díaz,Tenis,41.0,61.1,182.0,50.0,19.4,6.54,Atacante
Valentina Ramírez,Voleibol,45.0,91.8,180.0,63.0,3.8,8.62,Corredor
Alejandro Núñez,Natación,16.0,56.1,201.0,55.0,19.8,6.62,Atacante
Fernanda Jiménez,Ciclismo,45.0,83.3,191.0,83.0,19.9,3.66,ciclista
Manuel Leal,Baloncesto,40.0,85.2,200.0,77.0,4.2,2.81,DELANTERO
Pedro Rodríguez,Ciclismo,38.0,83.7,159.0,88.0,6.8,2.95,DELANTERO
Pedro Rodríguez,Natación,30.0,61.4,166.0,48.0,9.7,9.53,NADADOR
Rodrigo Sandoval,Tenis,18.0,67.1,165.0,47.0,11.2,8.4,delantero 
Mauricio Vega,Ciclismo,31.12930135557873,91.9,178.0,73.0,9.9,8.63,Nadador
Pilar Contreras,Baloncesto,38.0,55.3,192.0,60.0,14.3,1.95,CICLISTA
Roberto Castillo,Fútbol,35.0,85.9,179.5617088607595,78.0,8.9,8.51,delantero 
Carolina Ríos,Natación,35.0,85.4,175.0,66.0,6.2,9.75,DELANTERO
Daniela Vargas,Tenis,16.0,69.8,181.0,54.0,6.5,5.1,DEFENSA
Luis Parra,Atletismo,43.0,99.7,158.0,51.0,17.9,9.8,Atacante
Felipe Muñoz,Ciclismo,44.0,101.6,186.0,79.0,12.9,3.84,CORREDOR
Roxana Salinas,Fútbol,39.0,74.7,173.0,53.0,24.3,4.97,delantero
María González,Rugby,21.0,80.7,178.0,60.0,24.9,6.91,ciclista
Marcela Varela,Natación,29.0,92.8,200.0,78.0,4.4,1.06,CICLISTA
Manuel Leal,Baloncesto,30.0,89.4,199.0,58.0,12.4,3.52,nadador
Andrés Flores,Ciclismo,33.0,102.8,193.0,73.0,24.9,9.27,Ciclista
Verónica Aguilar,Tenis,17.0,74.8,179.5617088607595,69.50026329647183,4.9,20.0,corredor
Alicia Campos,Boxeo,41.0,65.4,169.0,51.0,13.9,4.23,Portero
Marcela Varela,Baloncesto,24.0,88.6,181.0,46.0,10.2,5.18,CICLISTA
Carlos Pérez,Voleibol,30.0,85.9,193.0,48.0,20.8,3.09,Nadador
Alicia Campos,Ciclismo,17.0,55.8,183.0,81.0,11.6,2.26,CICLISTA
Alicia Campos,Fútbol,32.0,59.5,182.0,81.0,16.1,2.2,Atacante
Sebastián Rojas,Atletismo,30.0,71.2,160.0,65.0,15.6,1.35,delantero 
Claudia Herrera,Tenis,16.0,61.8,189.0,45.0,16.1,8.94,MEDIOCAMPISTA
Roxana Salinas,Ciclismo,22.0,72.1,191.0,62.0,11.5,2.66,Nadador
Francisca Lagos,Fútbol,39.0,100.1,183.0,69.0,12.1,8.31,corredor
Patricio Bravo,Fútbol,37.0,94.5,179.5617088607595,71.0,3.7,8.12,
Carlos Pérez,Fútbol,21.0,102.8,187.0,55.0,21.5,6.94,Portero
Camila Díaz,Boxeo,19.0,63.2,177.0,72.0,20.8,5.41,Defensa
Marcela Varela,Fútbol,24.0,91.8,174.0,69.0,14.7,7.36,
Tomás Gutiérrez,Natación,38.0,100.4,161.0,87.0,19.8,7.58,Corredor
María González,Atletismo,44.0,73.0,182.0,55.0,19.8,5.552869109947644,DEFENSA
Tomás Gutiérrez,Voleibol,27.0,76.3,166.0,68.0,15.3,6.73,Nadador
Carolina Ríos,Fútbol,24.0,81.7,179.5617088607595,68.0,12.9,5.552869109947644,atacante
Mauricio Vega,Rugby,24.0,94.5,158.0,87.0,22.0,3.08,mediocampista
Isabella Castro,Natación,39.0,93.0,171.0,68.0,8.1,1.21,Delantero
Valentina Ramírez,Baloncesto,30.0,59.6,202.0,89.0,5.0,8.22,defensa 
Carlos Pérez,Rugby,36.0,89.8,159.0,83.0,13.4,1.34,Delantero
Carlos Pérez,Atletismo,38.0,77.3,198.0,45.0,9.4,9.82,CORREDOR
Patricia Ramos,Natación,41.0,61.9,185.0,56.0,10.7,1.85,Portero
Manuel Leal,Natación,42.0,83.1,201.0,70.0,15.8,4.21,NADADOR
Rodrigo Sandoval,Voleibol,20.0,73.1,160.0,69.0,24.7,5.552869109947644,PORTERO
Verónica Aguilar,Ciclismo,26.0,65.0,162.0,51.0,14.0,6.1,corredor
Sebastián Rojas,Atletismo,36.0,86.4,201.0,85.0,24.4,6.68,ATACANTE
Alicia Campos,Voleibol,19.0,104.7,185.0,88.0,16.4,4.14,CORREDOR
Paola Romero,Rugby,150.0,60.9,177.0,63.0,24.1,4.36,CICLISTA
Alicia Campos,Baloncesto,22.0,63.7,171.0,66.0,13.9,6.11,Corredor
Pedro Rodríguez,Baloncesto,20.0,67.0,159.0,61.0,24.3,5.552869109947644,CICLISTA
Ricardo Álvarez,Ciclismo,30.0,70.0,162.0,74.0,13.5,8.85,defensa 
Ignacio Peña,Rugby,33.0,97.8,187.0,60.0,7.9,9.08,MEDIOCAMPISTA
Catalina Mora,Natación,24.0,96.9,202.0,75.0,3.5,2.69,nadador
Alicia Campos,Natación,44.0,87.0,185.0,52.0,11.0,3.5,MEDIOCAMPISTA
Daniela Vargas,Atletismo,44.0,95.0,162.0,70.0,13.9,8.74,Nadador
Fernanda Jiménez,Rugby,22.0,80.2,186.0,81.0,7.6,9.77,Atacante
Diego Torres,Fútbol,36.0,98.0,168.0,48.0,3.1,9.47,
Sofía Hernández,Natación,29.0,66.5,169.0,54.0,7.1,7.25,Defensa
Gonzalo Fuentes,Natación,45.0,66.2,201.0,79.0,6.5,5.83,Nadador
Diego Torres,Tenis,38.0,64.7,184.0,79.0,16.8,5.71,
Eduardo Soto,Baloncesto,24.0,79.8,158.0,84.0,12.7,6.35,portero
Sofía Hernández,Natación,31.12930135557873,66.3,179.5617088607595,72.0,8.0,4.31,portero
Rodrigo Sandoval,Ciclismo,45.0,65.0,170.0,67.0,23.2,7.88,Corredor
Patricia Ramos,Tenis,45.0,71.1,195.0,83.0,16.3,6.86,atacante
Diego Torres,Voleibol,39.0,95.2,182.0,350.0,12.3,9.17,NADADOR
Daniela Vargas,Tenis,31.0,103.5,170.0,78.0,5.4,9.84,Mediocampista
Nicolás Reyes,Ciclismo,22.0,91.5,198.0,60.0,21.0,3.06,nadador
Alicia Campos,Tenis,42.0,93.8,167.0,69.50026329647183,4.6,8.39,Portero
Juan López,Atletismo,18.0,74.8,169.0,69.50026329647183,19.5,2.26,Delantero
María González,Baloncesto,32.0,55.6,280.0,77.0,19.9,3.32,CICLISTA
Ana Martínez,Fútbol,31.0,96.4,177.0,86.0,14.2,2.49,ciclista
Carlos Pérez,Ciclismo,45.0,97.9,184.0,65.0,11.2,8.24,delantero
Tomás Gutiérrez,Baloncesto,28.0,83.1,173.0,69.0,24.2,7.49,DEFENSA
